InvoiceId,EBELN,MBLNR,VendorId,InvoiceDate,GR_Date,Qty_PO,Qty_GR,Qty_Invoiced,Unit_Price_PO_EUR,Unit_Price_Invoice_EUR,Amount_PO_EUR,Amount_Invoice_EUR,Price_Delta_EUR,PaymentTerms,Status,Anomaly
MIRO0100170,454500272,495000000170,VND-0011,2020-06-16,2020-06-05,10,6,6,3795117.77,3795117.77,37951177.7,22770706.62,0.0,NET60,Parked,
MIRO0100171,454500273,495000000171,VND-0003,2022-12-21,2022-11-22,7,7,7,806417.31,806417.31,5644921.17,5644921.17,0.0,NET60,Parked,
MIRO0100172,454500275,495000000172,VND-0009,2020-03-11,2020-02-29,27,27,27,7679.52,7679.52,207347.04,207347.04,0.0,NET60,Paid,
MIRO0100173,454500277,495000000173,VND-0011,2021-04-23,2021-04-04,7,5,5,3504345.03,3504345.03,24530415.21,17521725.15,0.0,NET45,Paid,
MIRO0100174,454500278,495000000174,VND-0007,2020-01-15,2020-01-07,5,2,2,778032.07,778032.07,3890160.35,1556064.14,0.0,NET30,Posted,
MIRO0100175,454500281,495000000175,VND-0008,2021-11-08,2021-10-10,6,5,5,199168.61,199168.61,1195011.66,995843.05,0.0,NET60,Posted,
MIRO0100176,454500282,495000000176,VND-0006,2024-02-15,2024-01-30,7,6,6,366642.25,366642.25,2566495.75,2199853.5,0.0,NET60,Posted,
MIRO0100177,454500284,495000000177,VND-0011,2021-02-25,2021-02-12,8,6,6,1790310.45,1790310.45,14322483.6,10741862.7,0.0,NET60,Paid,
MIRO0100178,454500285,495000000178,VND-0008,2022-05-10,2022-04-28,10,10,10,946843.67,946843.67,9468436.7,9468436.7,0.0,NET45,Posted,
MIRO0100179,454500286,495000000179,VND-0013,2024-07-21,2024-07-20,6,6,6,1858070.67,1858070.67,11148424.02,11148424.02,0.0,NET90,Parked,
MIRO0100180,454500287,495000000180,VND-0003,2023-12-04,2023-11-08,10,8,8,296667.99,296667.99,2966679.9,2373343.92,0.0,NET60,Parked,
MIRO0100181,454500288,495000000181,VND-0002,2024-01-17,2023-12-30,5,5,5,4013184.73,4013184.73,20065923.65,20065923.65,0.0,NET45,Paid,
MIRO0100182,454500290,495000000182,VND-0007,2024-08-15,2024-07-26,2,1,1,581914.08,581914.08,1163828.16,581914.08,0.0,NET30,Paid,
MIRO0100183,454500291,495000000183,VND-0006,2023-10-13,2023-10-06,31,28,28,70171.48,70171.48,2175315.88,1964801.44,0.0,NET45,Paid,
MIRO0100184,454500292,495000000184,VND-0011,2020-05-19,2020-05-05,2,2,2,9769251.79,9769251.79,19538503.58,19538503.58,0.0,NET60,Posted,
MIRO0100185,454500295,495000000185,VND-0002,2021-03-13,2021-03-08,35,35,39,87392.05,87392.05,3058721.75,3408289.95,0.0,NET90,Posted,INVOICE_QTY_EXCESS
MIRO0100186,454500296,495000000186,VND-0010,2022-07-29,2022-07-14,7,6,6,9669188.8,9669188.8,67684321.6,58015132.8,0.0,NET90,Parked,
MIRO0100187,454500297,495000000187,VND-0015,2023-02-01,2023-01-14,10,7,7,628944.7,628944.7,6289447.0,4402612.9,0.0,NET60,Posted,
MIRO0100188,454500300,495000000188,VND-0010,2024-06-20,2024-06-11,1,1,1,4445630.94,4445630.94,4445630.94,4445630.94,0.0,NET90,Posted,
MIRO0100189,454500301,495000000189,VND-0011,2022-06-22,2022-06-03,32,32,32,44.35,44.35,1419.2,1419.2,0.0,NET30,Posted,
MIRO0100190,454500302,495000000190,VND-0001,2019-09-05,2019-08-25,49,46,46,87886.19,87886.19,4306423.31,4042764.74,0.0,NET60,Paid,
MIRO0100191,454500303,495000000191,VND-0009,2020-02-23,2020-02-10,33,33,33,70358.53,70358.53,2321831.49,2321831.49,0.0,NET60,Posted,
MIRO0100192,454500304,495000000192,VND-0013,2021-08-21,2021-08-10,8,8,8,1813349.74,1813349.74,14506797.92,14506797.92,0.0,NET60,Posted,
MIRO0100193,454500305,495000000193,VND-0008,2024-02-05,2024-01-11,5,3,3,1756390.17,1756390.17,8781950.85,5269170.51,0.0,NET30,Paid,
MIRO0100194,454500306,495000000194,VND-0012,2023-07-14,2023-06-21,23,11,11,97314.64,97314.64,2238236.72,1070461.04,0.0,NET30,Posted,
MIRO0100195,454500310,495000000195,VND-0003,2023-03-27,2023-03-23,37,31,31,76588.82,76588.82,2833786.34,2374253.42,0.0,NET45,Posted,
MIRO0100196,454500311,495000000196,VND-0012,2024-07-19,2024-07-07,18,18,18,46.4,46.4,835.2,835.2,0.0,NET90,Posted,
MIRO0100197,454500313,495000000197,VND-0014,2021-04-14,2021-04-11,4,2,2,1898393.34,1898393.34,7593573.36,3796786.68,0.0,NET90,Parked,
MIRO0100198,454500317,495000000198,VND-0011,2019-07-04,2019-06-21,2,2,2,1961924.2,1961924.2,3923848.4,3923848.4,0.0,NET30,Paid,
MIRO0100199,454500321,495000000199,VND-0006,2020-07-19,2020-07-04,4,4,4,4286069.79,4286069.79,17144279.16,17144279.16,0.0,NET60,Posted,
MIRO0100200,454500323,495000000200,VND-0011,2023-04-19,2023-04-17,2,2,2,748571.24,748571.24,1497142.48,1497142.48,0.0,NET30,Parked,
MIRO0100201,454500324,495000000201,VND-0009,2023-12-20,2023-11-27,10,9,9,328496.57,328496.57,3284965.7,2956469.13,0.0,NET45,Paid,
MIRO0100202,454500325,495000000202,VND-0002,2022-07-11,2022-07-06,4,4,4,2799812.98,2799812.98,11199251.92,11199251.92,0.0,NET60,Posted,
MIRO0100203,454500326,495000000203,VND-0007,2022-08-14,2022-07-20,10,10,10,4048086.48,4048086.48,40480864.8,40480864.8,0.0,NET60,Blocked,
MIRO0100204,454500328,495000000204,VND-0007,2022-12-01,2022-11-09,7,7,7,1773058.05,1773058.05,12411406.35,12411406.35,0.0,NET30,Posted,
MIRO0100205,454500329,495000000205,VND-0015,2020-10-08,2020-09-19,14,7,7,48.42,52.51,677.88,367.57,28.63,NET90,Posted,INVOICE_PRICE_DEVIATION
MIRO0100206,454500332,495000000206,VND-0003,2023-11-30,2023-11-07,6,6,6,733440.94,733440.94,4400645.64,4400645.64,0.0,NET45,Posted,
MIRO0100207,454500333,495000000207,VND-0005,2023-12-24,2023-12-19,9,9,9,1767417.08,1767417.08,15906753.72,15906753.72,0.0,NET60,Posted,
MIRO0100208,454500334,495000000208,VND-0008,2020-05-24,2020-05-12,10,10,10,1704061.84,1704061.84,17040618.4,17040618.4,0.0,NET45,Paid,
MIRO0100209,454500337,495000000209,VND-0002,2019-08-26,2019-08-17,9,6,6,328874.28,328874.28,2959868.52,1973245.68,0.0,NET60,Posted,
MIRO0100210,454500338,495000000210,VND-0015,2023-12-15,2023-11-24,8,4,4,1005636.9,1005636.9,8045095.2,4022547.6,0.0,NET90,Posted,INVOICE_QTY_EXCESS
MIRO0100211,454500339,495000000211,VND-0005,2024-02-15,2024-02-11,10,9,9,219559.44,257037.22,2195594.4,2313334.98,337300.02,NET45,Posted,INVOICE_PRICE_DEVIATION
MIRO0100212,454500343,495000000212,VND-0008,2022-04-27,2022-04-08,2,2,2,324135.46,324135.46,648270.92,648270.92,0.0,NET45,Paid,
MIRO0100213,454500345,495000000213,VND-0005,2020-06-25,2020-05-29,4,4,4,3914189.96,3914189.96,15656759.84,15656759.84,0.0,NET45,Parked,
MIRO0100214,454500346,495000000214,VND-0008,2020-07-29,2020-06-30,8,7,7,3589907.71,3589907.71,28719261.68,25129353.97,0.0,NET30,Posted,
MIRO0100215,454500347,495000000215,VND-0005,2024-01-20,2024-01-13,2,2,2,3924762.84,3924762.84,7849525.68,7849525.68,0.0,NET45,Blocked,
MIRO0100216,454500348,495000000216,VND-0003,2021-09-11,2021-08-18,2,2,2,9820959.25,9820959.25,19641918.5,19641918.5,0.0,NET90,Parked,
MIRO0100217,454500350,495000000217,VND-0001,2024-04-11,2024-04-05,4,2,2,3951840.64,3951840.64,15807362.56,7903681.28,0.0,NET60,Paid,
MIRO0100218,454500353,495000000218,VND-0007,2020-10-08,2020-09-16,7,6,6,3980126.45,3980126.45,27860885.15,23880758.7,0.0,NET30,Paid,
MIRO0100219,454500354,495000000219,VND-0010,2021-07-21,2021-06-23,10,5,5,177475.23,187680.8,1774752.3,938404.0,51027.85,NET30,Paid,INVOICE_PRICE_DEVIATION
MIRO0100220,454500355,495000000220,VND-0007,2023-07-09,2023-06-09,3,1,1,769920.51,859815.73,2309761.53,859815.73,89895.22,NET45,Posted,INVOICE_PRICE_DEVIATION
MIRO0100221,454500356,495000000221,VND-0013,2024-05-04,2024-04-22,6,4,4,2790898.63,2790898.63,16745391.78,11163594.52,0.0,NET90,Paid,
MIRO0100222,454500359,495000000222,VND-0013,2024-03-18,2024-03-06,4,2,2,1821799.33,1821799.33,7287197.32,3643598.66,0.0,NET30,Posted,
MIRO0100223,454500361,495000000223,VND-0010,2024-06-26,2024-06-24,4,4,4,4320873.13,4320873.13,17283492.52,17283492.52,0.0,NET60,Blocked,
MIRO0100224,454500364,495000000224,VND-0014,2021-10-29,2021-09-29,24,24,24,48.32,48.32,1159.68,1159.68,0.0,NET45,Posted,
MIRO0100225,454500365,495000000225,VND-0012,2025-03-17,2025-02-24,7,7,7,3872770.77,3872770.77,27109395.39,27109395.39,0.0,NET30,Paid,
MIRO0100226,454500366,495000000226,VND-0004,2021-09-18,2021-08-19,10,10,10,336100.06,336100.06,3361000.6,3361000.6,0.0,NET45,Blocked,INVOICE_QTY_EXCESS
MIRO0100227,454500367,495000000227,VND-0007,2019-08-07,2019-07-09,50,50,50,98847.51,98847.51,4942375.5,4942375.5,0.0,NET60,Posted,
MIRO0100228,454500368,495000000228,VND-0002,2023-06-03,2023-05-15,32,21,21,86710.27,86710.27,2774728.64,1820915.67,0.0,NET45,Posted,
MIRO0100229,454500369,495000000229,VND-0008,2020-08-11,2020-07-29,1,0,0,9143122.91,9143122.91,9143122.91,0.0,0.0,NET90,Blocked,INVOICE_QTY_EXCESS
MIRO0100230,454500370,495000000230,VND-0008,2024-08-15,2024-08-14,7,7,7,3010157.62,3010157.62,21071103.34,21071103.34,0.0,NET30,Paid,
MIRO0100231,454500371,495000000231,VND-0014,2023-04-25,2023-03-27,8,8,8,5754082.4,5754082.4,46032659.2,46032659.2,0.0,NET90,Posted,
MIRO0100232,454500373,495000000232,VND-0009,2023-03-18,2023-03-09,2,2,2,925368.49,1009386.74,1850736.98,2018773.48,168036.5,NET45,Posted,INVOICE_PRICE_DEVIATION
MIRO0100233,454500374,495000000233,VND-0003,2020-07-31,2020-07-16,1,0,0,1778782.37,1778782.37,1778782.37,0.0,0.0,NET30,Paid,
MIRO0100234,454500375,495000000234,VND-0005,2022-03-29,2022-03-02,4,4,4,579914.86,579914.86,2319659.44,2319659.44,0.0,NET90,Paid,
MIRO0100235,454500376,495000000235,VND-0007,2023-09-30,2023-09-07,2,2,2,4061937.23,4061937.23,8123874.46,8123874.46,0.0,NET60,Posted,
MIRO0100236,454500377,495000000236,VND-0011,2021-12-06,2021-11-24,5,4,4,3982418.16,3982418.16,19912090.8,15929672.64,0.0,NET45,Posted,
MIRO0100237,454500378,495000000237,VND-0011,2021-10-10,2021-09-11,9,8,8,932904.12,932904.12,8396137.08,7463232.96,0.0,NET45,Posted,
MIRO0100238,454500380,495000000238,VND-0013,2024-03-16,2024-02-24,9,8,8,315596.12,315596.12,2840365.08,2524768.96,0.0,NET90,Posted,
MIRO0100239,454500381,495000000239,VND-0009,2021-02-21,2021-02-09,8,4,4,1922105.14,1922105.14,15376841.12,7688420.56,0.0,NET90,Paid,
MIRO0100240,454500384,495000000240,VND-0006,2022-10-23,2022-10-09,2,2,2,728461.02,728461.02,1456922.04,1456922.04,0.0,NET60,Paid,
MIRO0100241,454500386,495000000241,VND-0013,2022-06-13,2022-06-02,7,7,7,98254.94,98254.94,687784.58,687784.58,0.0,NET90,Paid,
MIRO0100242,454500390,495000000242,VND-0012,2021-05-07,2021-04-09,8,8,8,647183.87,647183.87,5177470.96,5177470.96,0.0,NET60,Blocked,
MIRO0100243,454500393,495000000243,VND-0001,2021-07-01,2021-06-03,8,4,4,352674.0,352674.0,2821392.0,1410696.0,0.0,NET60,Blocked,
MIRO0100244,454500394,495000000244,VND-0011,2022-10-24,2022-09-27,1,0,0,5272905.52,5272905.52,5272905.52,0.0,0.0,NET45,Paid,
MIRO0100245,454500395,495000000245,VND-0006,2024-07-12,2024-06-16,23,23,23,7758.53,7758.53,178446.19,178446.19,0.0,NET30,Paid,
MIRO0100246,454500397,495000000246,VND-0009,2023-06-23,2023-05-25,1,1,1,2010847.5,2010847.5,2010847.5,2010847.5,0.0,NET30,Blocked,
MIRO0100247,454500398,495000000247,VND-0004,2024-12-06,2024-11-17,5,5,5,4272807.09,5085391.55,21364035.45,25426957.75,4062922.3,NET45,Paid,INVOICE_PRICE_DEVIATION
MIRO0100248,454500399,495000000248,VND-0014,2021-01-06,2020-12-15,6,3,3,2781631.11,2781631.11,16689786.66,8344893.33,0.0,NET30,Posted,
MIRO0100249,454500400,495000000249,VND-0002,2023-05-29,2023-05-02,1,1,1,92169.48,92169.48,92169.48,92169.48,0.0,NET90,Blocked,
MIRO0100250,454500401,495000000250,VND-0008,2021-08-08,2021-07-12,2,1,1,5355929.62,5355929.62,10711859.24,5355929.62,0.0,NET90,Paid,
MIRO0100251,454500402,495000000251,VND-0009,2024-06-18,2024-06-14,4,3,3,4362194.7,4362194.7,17448778.8,13086584.1,0.0,NET45,Paid,
MIRO0100252,454500403,495000000252,VND-0005,2022-01-05,2021-12-07,17,17,17,79882.94,79882.94,1358009.98,1358009.98,0.0,NET30,Blocked,
MIRO0100253,454500406,495000000253,VND-0011,2020-11-10,2020-10-11,2,1,1,9077825.34,9077825.34,18155650.68,9077825.34,0.0,NET45,Paid,
MIRO0100254,454500408,495000000254,VND-0015,2024-07-19,2024-07-09,13,13,13,75005.73,75005.73,975074.49,975074.49,0.0,NET30,Paid,
MIRO0100255,454500412,495000000255,VND-0008,2022-05-17,2022-05-10,7,7,7,1749419.42,1845050.76,12245935.94,12915355.32,669419.38,NET30,Posted,INVOICE_PRICE_DEVIATION
MIRO0100256,454500413,495000000256,VND-0001,2020-11-12,2020-10-16,1,1,1,214256.68,214256.68,214256.68,214256.68,0.0,NET60,Blocked,
MIRO0100257,454500414,495000000257,VND-0009,2019-07-25,2019-07-21,10,6,6,2713139.56,2713139.56,27131395.6,16278837.36,0.0,NET90,Posted,
MIRO0100258,454500416,495000000258,VND-0001,2020-03-02,2020-02-11,4,4,4,2676495.97,2676495.97,10705983.88,10705983.88,0.0,NET45,Posted,
MIRO0100259,454500417,495000000259,VND-0012,2023-02-05,2023-01-16,1,1,1,313609.85,313609.85,313609.85,313609.85,0.0,NET30,Paid,
MIRO0100260,454500418,495000000260,VND-0011,2020-05-02,2020-04-30,1,0,0,5102446.85,5102446.85,5102446.85,0.0,0.0,NET60,Paid,
MIRO0100261,454500419,495000000261,VND-0004,2023-03-05,2023-02-05,1,1,1,3969532.39,3969532.39,3969532.39,3969532.39,0.0,NET30,Blocked,
MIRO0100262,454500420,495000000262,VND-0014,2022-10-06,2022-09-17,2,1,1,1903521.78,1903521.78,3807043.56,1903521.78,0.0,NET90,Paid,
MIRO0100263,454500421,495000000263,VND-0004,2020-10-06,2020-09-23,5,5,5,194812.37,218797.14,974061.85,1093985.7,119923.85,NET30,Blocked,INVOICE_PRICE_DEVIATION
MIRO0100264,454500422,495000000264,VND-0015,2022-04-16,2022-03-29,14,8,8,96086.32,96086.32,1345208.48,768690.56,0.0,NET30,Blocked,
MIRO0100265,454500430,495000000265,VND-0001,2023-03-04,2023-02-08,9,7,7,9906643.65,9906643.65,89159792.85,69346505.55,0.0,NET90,Posted,
MIRO0100266,454500431,495000000266,VND-0012,2022-01-18,2022-01-08,45,45,45,45.85,45.85,2063.25,2063.25,0.0,NET90,Posted,
MIRO0100267,454500432,495000000267,VND-0015,2022-12-17,2022-12-03,40,40,40,7615.59,7615.59,304623.6,304623.6,0.0,NET30,Paid,
MIRO0100268,454500436,495000000268,VND-0011,2022-07-20,2022-07-05,5,5,5,196547.28,211717.78,982736.4,1058588.9,75852.5,NET60,Paid,INVOICE_PRICE_DEVIATION
MIRO0100269,454500437,495000000269,VND-0014,2021-10-10,2021-09-27,4,4,4,1899163.42,1899163.42,7596653.68,7596653.68,0.0,NET30,Posted,
MIRO0100270,454500442,495000000270,VND-0008,2024-06-16,2024-06-12,33,33,33,96137.52,96137.52,3172538.16,3172538.16,0.0,NET90,Posted,
MIRO0100271,454500445,495000000271,VND-0014,2025-02-07,2025-02-01,21,21,21,8477.98,9666.32,178037.58,202992.72,24955.14,NET90,Posted,INVOICE_PRICE_DEVIATION
MIRO0100272,454500446,495000000272,VND-0015,2023-01-12,2023-01-07,3,3,3,344644.38,344644.38,1033933.14,1033933.14,0.0,NET90,Blocked,
MIRO0100273,454500447,495000000273,VND-0009,2024-12-14,2024-12-13,8,8,8,324239.68,324239.68,2593917.44,2593917.44,0.0,NET45,Paid,
MIRO0100274,454500449,495000000274,VND-0005,2019-11-07,2019-11-05,5,3,3,3490685.61,3490685.61,17453428.05,10472056.83,0.0,NET90,Posted,
MIRO0100275,454500450,495000000275,VND-0010,2024-03-26,2024-03-11,9,9,9,5821060.51,5821060.51,52389544.59,52389544.59,0.0,NET30,Posted,
MIRO0100276,454500452,495000000276,VND-0014,2023-12-15,2023-12-10,4,3,3,4476518.85,4476518.85,17906075.4,13429556.55,0.0,NET30,Blocked,
MIRO0100277,454500455,495000000277,VND-0012,2024-10-14,2024-10-02,3,3,3,3890840.08,3890840.08,11672520.24,11672520.24,0.0,NET60,Parked,
MIRO0100278,454500456,495000000278,VND-0013,2019-12-12,2019-12-08,37,37,40,75601.92,75601.92,2797271.04,3024076.8,0.0,NET90,Posted,INVOICE_QTY_EXCESS
MIRO0100279,454500457,495000000279,VND-0003,2021-06-30,2021-06-27,27,14,14,45.31,45.31,1223.37,634.34,0.0,NET60,Blocked,
MIRO0100280,454500458,495000000280,VND-0005,2023-05-04,2023-04-17,4,4,4,343055.78,343055.78,1372223.12,1372223.12,0.0,NET45,Posted,
MIRO0100281,454500459,495000000281,VND-0008,2023-05-30,2023-05-24,4,2,2,499193.94,499193.94,1996775.76,998387.88,0.0,NET45,Blocked,
MIRO0100282,454500460,495000000282,VND-0005,2020-01-03,2019-12-16,9,9,9,2900341.07,2900341.07,26103069.63,26103069.63,0.0,NET30,Paid,
MIRO0100283,454500461,495000000283,VND-0001,2020-12-01,2020-11-09,19,19,19,79779.38,79779.38,1515808.22,1515808.22,0.0,NET30,Posted,
MIRO0100284,454500462,495000000284,VND-0001,2023-10-11,2023-10-06,41,41,41,7629.9,7629.9,312825.9,312825.9,0.0,NET90,Posted,
MIRO0100285,454500463,495000000285,VND-0009,2024-06-20,2024-06-18,7,7,7,214924.45,214924.45,1504471.15,1504471.15,0.0,NET60,Parked,INVOICE_QTY_EXCESS
MIRO0100286,454500464,495000000286,VND-0002,2023-11-21,2023-11-20,2,2,2,1671629.2,1671629.2,3343258.4,3343258.4,0.0,NET60,Paid,
MIRO0100287,454500466,495000000287,VND-0002,2024-01-07,2023-12-10,10,6,6,171547.3,171547.3,1715473.0,1029283.8,0.0,NET90,Blocked,
MIRO0100288,454500467,495000000288,VND-0002,2022-05-03,2022-04-26,5,2,2,192852.12,192852.12,964260.6,385704.24,0.0,NET30,Posted,
MIRO0100289,454500468,495000000289,VND-0004,2024-06-28,2024-06-23,9,7,7,8523.74,8523.74,76713.66,59666.18,0.0,NET30,Blocked,
MIRO0100290,454500469,495000000290,VND-0009,2019-05-06,2019-05-03,9,9,9,3959003.24,3959003.24,35631029.16,35631029.16,0.0,NET90,Paid,
MIRO0100291,454500474,495000000291,VND-0011,2020-11-04,2020-10-23,5,5,5,190726.36,190726.36,953631.8,953631.8,0.0,NET90,Posted,
MIRO0100292,454500475,495000000292,VND-0006,2024-01-10,2023-12-27,4,2,2,4391963.6,4822697.25,17567854.4,9645394.5,861467.3,NET90,Posted,INVOICE_PRICE_DEVIATION
MIRO0100293,454500476,495000000293,VND-0008,2021-07-10,2021-06-18,29,29,29,73304.9,73304.9,2125842.1,2125842.1,0.0,NET90,Parked,
MIRO0100294,454500477,495000000294,VND-0014,2020-09-16,2020-08-19,3,3,3,828833.87,828833.87,2486501.61,2486501.61,0.0,NET90,Parked,
MIRO0100295,454500478,495000000295,VND-0011,2023-01-03,2022-12-08,2,2,2,47.25,47.25,94.5,94.5,0.0,NET45,Posted,
MIRO0100296,454500479,495000000296,VND-0009,2023-09-07,2023-08-21,9,7,7,776518.57,776518.57,6988667.13,5435629.99,0.0,NET90,Parked,
MIRO0100297,454500480,495000000297,VND-0008,2021-11-13,2021-10-30,9,9,9,4106830.27,4364436.95,36961472.43,39279932.55,2318460.12,NET45,Paid,INVOICE_PRICE_DEVIATION
MIRO0100298,454500481,495000000298,VND-0003,2023-04-20,2023-04-18,29,29,29,42.55,42.55,1233.95,1233.95,0.0,NET90,Paid,
MIRO0100299,454500482,495000000299,VND-0004,2021-03-01,2021-01-30,8,4,4,1722743.97,1722743.97,13781951.76,6890975.88,0.0,NET60,Paid,
MIRO0100300,454500483,495000000300,VND-0008,2020-04-16,2020-03-19,8,6,6,2970935.29,2970935.29,23767482.32,17825611.74,0.0,NET90,Paid,
MIRO0100301,454500484,495000000301,VND-0010,2022-04-07,2022-03-11,9,5,5,788755.99,788755.99,7098803.91,3943779.95,0.0,NET45,Blocked,
MIRO0100302,454500485,495000000302,VND-0007,2021-07-25,2021-07-22,4,4,4,782043.2,782043.2,3128172.8,3128172.8,0.0,NET30,Posted,
MIRO0100303,454500486,495000000303,VND-0015,2020-07-18,2020-07-09,9,9,9,44.57,44.57,401.13,401.13,0.0,NET45,Posted,
MIRO0100304,454500487,495000000304,VND-0006,2020-02-18,2020-01-20,10,5,5,3828643.2,3828643.2,38286432.0,19143216.0,0.0,NET45,Posted,
MIRO0100305,454500491,495000000305,VND-0003,2022-10-05,2022-09-25,15,15,15,78964.36,78964.36,1184465.4,1184465.4,0.0,NET90,Posted,
MIRO0100306,454500492,495000000306,VND-0005,2021-09-15,2021-08-26,11,11,11,46.61,46.61,512.71,512.71,0.0,NET45,Paid,
MIRO0100307,454500493,495000000307,VND-0002,2024-09-02,2024-08-10,1,1,1,3904740.65,3904740.65,3904740.65,3904740.65,0.0,NET60,Paid,
MIRO0100308,454500494,495000000308,VND-0008,2024-10-18,2024-09-30,10,10,10,3759089.77,3759089.77,37590897.7,37590897.7,0.0,NET45,Posted,
MIRO0100309,454500495,495000000309,VND-0009,2024-05-26,2024-05-02,1,0,0,196750.28,196750.28,196750.28,0.0,0.0,NET45,Parked,
MIRO0100310,454500496,495000000310,VND-0004,2021-12-06,2021-11-15,8,8,8,1988024.9,1988024.9,15904199.2,15904199.2,0.0,NET90,Posted,
MIRO0100311,454500497,495000000311,VND-0003,2020-07-30,2020-07-17,5,3,3,1893050.94,1893050.94,9465254.7,5679152.82,0.0,NET90,Blocked,
MIRO0100312,454500499,495000000312,VND-0002,2022-09-24,2022-09-19,3,1,1,316214.87,316214.87,948644.61,316214.87,0.0,NET30,Paid,
MIRO0100313,454500500,495000000313,VND-0005,2022-03-31,2022-03-04,7,7,7,192547.17,192547.17,1347830.19,1347830.19,0.0,NET30,Posted,
MIRO0100314,454500501,495000000314,VND-0008,2022-11-20,2022-10-21,17,17,17,8840.92,8840.92,150295.64,150295.64,0.0,NET60,Blocked,
MIRO0100315,454500502,495000000315,VND-0008,2022-07-19,2022-07-05,3,3,3,355696.94,355696.94,1067090.82,1067090.82,0.0,NET90,Parked,
MIRO0100316,454500503,495000000316,VND-0007,2023-12-17,2023-12-01,1,1,1,3880186.66,3880186.66,3880186.66,3880186.66,0.0,NET90,Posted,
MIRO0100317,454500505,495000000317,VND-0001,2021-07-23,2021-07-18,3,1,1,189152.62,189152.62,567457.86,189152.62,0.0,NET30,Posted,
MIRO0100318,454500506,495000000318,VND-0001,2023-05-31,2023-05-28,10,10,10,210354.41,210354.41,2103544.1,2103544.1,0.0,NET60,Posted,
MIRO0100319,454500507,495000000319,VND-0003,2024-01-09,2024-01-05,2,1,1,4533861.12,4533861.12,9067722.24,4533861.12,0.0,NET45,Posted,
MIRO0100320,454500508,495000000320,VND-0001,2024-06-08,2024-05-17,48,48,52,46.47,46.47,2230.56,2416.44,0.0,NET60,Posted,INVOICE_QTY_EXCESS
MIRO0100321,454500509,495000000321,VND-0006,2024-10-10,2024-10-02,5,5,5,305986.33,305986.33,1529931.65,1529931.65,0.0,NET60,Paid,
MIRO0100322,454500510,495000000322,VND-0007,2020-03-23,2020-03-11,9,4,4,3467027.25,3467027.25,31203245.25,13868109.0,0.0,NET60,Paid,
MIRO0100323,454500511,495000000323,VND-0014,2022-02-24,2022-02-18,37,37,37,7872.19,7872.19,291271.03,291271.03,0.0,NET45,Blocked,
MIRO0100324,454500512,495000000324,VND-0015,2022-01-12,2022-01-11,10,8,8,4443279.64,4443279.64,44432796.4,35546237.12,0.0,NET60,Paid,
MIRO0100325,454500513,495000000325,VND-0007,2019-07-12,2019-07-08,6,3,3,9525086.41,9525086.41,57150518.46,28575259.23,0.0,NET45,Posted,
MIRO0100326,454500515,495000000326,VND-0004,2020-08-13,2020-07-24,4,3,3,222524.15,222524.15,890096.6,667572.45,0.0,NET45,Posted,
MIRO0100327,454500516,495000000327,VND-0013,2020-03-24,2020-03-23,2,2,2,3850640.29,3850640.29,7701280.58,7701280.58,0.0,NET90,Blocked,
MIRO0100328,454500518,495000000328,VND-0004,2022-09-22,2022-09-14,10,10,10,2633454.19,2633454.19,26334541.9,26334541.9,0.0,NET90,Blocked,
MIRO0100329,454500519,495000000329,VND-0014,2020-08-18,2020-07-25,3,3,3,2780823.82,2780823.82,8342471.46,8342471.46,0.0,NET90,Posted,
MIRO0100330,454500521,495000000330,VND-0006,2021-10-27,2021-10-02,6,4,4,175643.84,175643.84,1053863.04,702575.36,0.0,NET90,Blocked,
MIRO0100331,454500522,495000000331,VND-0008,2022-09-17,2022-08-19,3,3,3,788911.93,788911.93,2366735.79,2366735.79,0.0,NET90,Blocked,
MIRO0100332,454500523,495000000332,VND-0014,2023-10-24,2023-10-11,7,7,7,2655311.24,2655311.24,18587178.68,18587178.68,0.0,NET60,Posted,
MIRO0100333,454500524,495000000333,VND-0012,2021-02-14,2021-02-11,21,21,21,8574.36,8574.36,180061.56,180061.56,0.0,NET90,Posted,
MIRO0100334,454500527,495000000334,VND-0010,2020-08-28,2020-08-15,42,40,40,94195.21,94195.21,3956198.82,3767808.4,0.0,NET90,Posted,
MIRO0100335,454500530,495000000335,VND-0010,2022-03-25,2022-03-02,7,7,7,751451.76,751451.76,5260162.32,5260162.32,0.0,NET90,Paid,
MIRO0100336,454500532,495000000336,VND-0007,2025-02-05,2025-01-14,2,2,2,5139131.21,5139131.21,10278262.42,10278262.42,0.0,NET30,Blocked,
MIRO0100337,454500533,495000000337,VND-0010,2024-12-07,2024-11-11,3,2,2,728122.05,826963.51,2184366.15,1653927.02,197682.92,NET60,Posted,INVOICE_PRICE_DEVIATION
MIRO0100338,454500534,495000000338,VND-0003,2019-06-01,2019-05-16,9,9,9,4322067.66,4322067.66,38898608.94,38898608.94,0.0,NET90,Posted,
MIRO0100339,454500536,495000000339,VND-0010,2023-06-18,2023-06-09,30,21,21,93929.02,93929.02,2817870.6,1972509.42,0.0,NET60,Blocked,
MIRO0100340,454500537,495000000340,VND-0008,2020-06-19,2020-06-13,9,8,8,306028.98,306028.98,2754260.82,2448231.84,0.0,NET45,Paid,
MIRO0100341,454500538,495000000341,VND-0001,2024-03-23,2024-03-10,9,8,8,4411935.22,4411935.22,39707416.98,35295481.76,0.0,NET30,Paid,
