EBELN,MATNR,VendorId,VendorName,Qty_Ordered,UOM,Unit_Price_EUR,Total_Value_EUR,Currency,PO_Date,Delivery_Required_Date,Plant,PurchaseGroup,Status,Anomaly
454500151,MAT-RAFx-005,VND-0008,Pratt & Whitney,2,Avionics,4079612.23,8159224.46,EUR,2022-07-17,2023-01-18,Nagpur,PG-SAFETY,Fully Delivered,
454500152,MAT-RAFx-003,VND-0005,Hindustan Aeronautics Ltd,8,Landing Gear,942690.91,7541527.28,EUR,2019-04-27,2019-12-01,Merignac,PG-SAFETY,Fully Delivered,
454500153,MAT-MRO-005,VND-0009,MBDA,7,MRO,183896.27,1287273.89,EUR,2022-02-09,2022-04-01,Bordeaux,PG-ENGINE,Partially Delivered,
454500154,MAT-MRO-005,VND-0008,Pratt & Whitney,9,MRO,174665.49,1571989.41,EUR,2019-05-07,2020-01-22,Nagpur,PG-AIRFRAME,Open,
454500155,MAT-MRO-002,VND-0011,Dynamatic Technologies,12,MRO,41.68,500.16,EUR,2022-12-20,2023-08-31,Bangalore,PG-AVIONICS,Blocked,
454500156,MAT-FAL8-002,VND-0006,Reliance Defence Ltd,5,Airframe,470659.3,2353296.5,EUR,2023-05-06,2023-11-25,Nagpur,PG-AIRFRAME,Fully Delivered,PRICE_DEVIATION_HIGH
454500157,MAT-FAL8-001,VND-0002,Thales Group,9,Airframe,9771136.6,87940229.4,EUR,2020-08-04,2021-01-10,Bangalore,PG-AVIONICS,Fully Delivered,
454500158,MAT-FAL8-001,VND-0002,Thales Group,10,Airframe,9748690.4,97486904.0,EUR,2024-02-21,2024-09-17,Hyderabad,PG-AVIONICS,Partially Delivered,
454500159,MAT-MRO-005,VND-0012,Bharat Electronics Ltd,2,MRO,179363.62,358727.24,EUR,2021-02-10,2022-02-04,Bangalore,PG-AIRFRAME,Fully Delivered,
454500160,MAT-FAL8-004,VND-0009,MBDA,6,Avionics,1753542.08,10521252.48,EUR,2020-09-24,2021-01-24,Hyderabad,PG-AVIONICS,Blocked,
454500161,MAT-RAFx-008,VND-0003,Tata Advanced Systems Ltd,3,Fuel System,354291.64,1062874.92,EUR,2023-09-26,2023-12-16,Bangalore,PG-AIRFRAME,Fully Delivered,
454500162,MAT-FAL8-001,VND-0015,Honeywell Aerospace India,10,Airframe,8939194.54,89391945.4,EUR,2021-02-10,2021-05-29,Bangalore,PG-AVIONICS,Open,
454500163,MAT-FAL8-005,VND-0001,Safran Aircraft Engines,7,Interior,4108809.21,28761664.47,EUR,2023-01-13,2023-06-13,Hyderabad,PG-AVIONICS,Blocked,
454500164,MAT-MRO-003,VND-0004,Dassault Reliance Aerospace,20,MRO,8810.86,176217.2,EUR,2023-05-26,2024-02-20,Bangalore,PG-MRO,Cancelled,
454500165,MAT-FAL8-005,VND-0013,Collins Aerospace,5,Interior,4386899.35,21934496.75,EUR,2021-10-26,2022-08-22,Bordeaux,PG-SAFETY,Partially Delivered,
454500166,MAT-RAFx-005,VND-0014,GE Aviation,5,Avionics,3806229.95,19031149.75,EUR,2021-09-11,2022-04-19,Bangalore,PG-AIRFRAME,Fully Delivered,
454500167,MAT-RAFx-010,VND-0002,Thales Group,3,Avionics,597460.9,1792382.7,EUR,2024-01-29,2024-11-16,Bordeaux,PG-MRO,Open,
454500168,MAT-FAL8-002,VND-0015,Honeywell Aerospace India,1,Airframe,315642.72,315642.72,EUR,2021-03-22,2022-01-03,Merignac,PG-ENGINE,Partially Delivered,
454500169,MAT-RAFx-008,VND-0001,Safran Aircraft Engines,6,Fuel System,406194.22,2437165.32,EUR,2023-09-15,2024-09-11,Merignac,PG-ENGINE,Partially Delivered,
454500170,MAT-MRO-001,VND-0012,Bharat Electronics Ltd,9,MRO,78106.09,702954.81,EUR,2021-08-18,2022-05-04,Merignac,PG-ENGINE,Fully Delivered,
454500171,MAT-RAFx-007,VND-0014,GE Aviation,3,Structure,211639.82,634919.46,EUR,2023-01-29,2024-01-05,Nagpur,PG-AVIONICS,Fully Delivered,
454500172,MAT-RAFx-010,VND-0002,Thales Group,1,Avionics,594053.2,594053.2,EUR,2022-08-01,2023-07-15,Hyderabad,PG-SAFETY,Fully Delivered,
454500173,MAT-MRO-003,VND-0001,Safran Aircraft Engines,41,MRO,11262.58,461765.78,EUR,2020-05-10,2020-08-21,Bangalore,PG-MRO,Partially Delivered,PRICE_DEVIATION_HIGH
454500174,MAT-RAFx-006,VND-0011,Dynamatic Technologies,2,Avionics,3713902.86,7427805.72,EUR,2021-01-08,2021-03-13,Bangalore,PG-SAFETY,Blocked,
454500175,MAT-RAFx-001,VND-0007,Martin Baker Aircraft,8,Airframe,6409124.42,51272995.36,EUR,2021-03-03,2021-10-10,Nagpur,PG-AVIONICS,Partially Delivered,PRICE_DEVIATION_HIGH
454500176,MAT-RAFx-004,VND-0013,Collins Aerospace,10,Engine,5706964.55,57069645.5,EUR,2020-11-11,2021-02-17,Bordeaux,PG-MRO,Open,
454500177,MAT-MRO-001,VND-0011,Dynamatic Technologies,12,MRO,78737.97,944855.64,EUR,2019-05-10,2020-01-29,Bordeaux,PG-AIRFRAME,Open,
454500178,MAT-FAL8-001,VND-0015,Honeywell Aerospace India,5,Airframe,14025944.16,70129720.8,EUR,2023-07-28,2024-05-31,Nagpur,PG-ENGINE,Fully Delivered,PRICE_DEVIATION_HIGH
454500179,MAT-RAFx-002,VND-0014,GE Aviation,6,Airframe,1734686.38,10408118.28,EUR,2023-06-26,2024-01-30,Hyderabad,PG-MRO,Partially Delivered,
454500180,MAT-FAL8-001,VND-0003,Tata Advanced Systems Ltd,8,Airframe,9791944.11,78335552.88,EUR,2021-01-22,2021-11-13,Hyderabad,PG-AIRFRAME,Partially Delivered,
454500181,MAT-FAL8-004,VND-0010,Elbit Systems India,3,Avionics,1913824.22,5741472.66,EUR,2020-10-19,2021-01-09,Nagpur,PG-MRO,Open,
454500182,MAT-MRO-005,VND-0012,Bharat Electronics Ltd,7,MRO,175132.69,1225928.83,EUR,2021-06-28,2022-01-23,Nagpur,PG-SAFETY,Partially Delivered,
454500183,MAT-FAL8-004,VND-0005,Hindustan Aeronautics Ltd,1,Avionics,1770812.51,1770812.51,EUR,2022-07-29,2023-03-23,Bordeaux,PG-AIRFRAME,Partially Delivered,
454500184,MAT-RAFx-005,VND-0014,GE Aviation,10,Avionics,4216826.3,42168263.0,EUR,2021-06-16,2021-08-02,Nagpur,PG-ENGINE,Open,
454500185,MAT-FAL8-003,VND-0010,Elbit Systems India,1,Engine,2847082.48,2847082.48,EUR,2022-10-22,2023-07-09,Merignac,PG-SAFETY,Blocked,
454500186,MAT-RAFx-005,VND-0009,MBDA,6,Avionics,4033110.33,24198661.98,EUR,2022-08-23,2023-02-11,Bordeaux,PG-MRO,Partially Delivered,
454500187,MAT-MRO-002,VND-0007,Martin Baker Aircraft,36,MRO,42.25,1521.0,EUR,2023-05-07,2023-10-17,Bangalore,PG-ENGINE,Fully Delivered,
454500188,MAT-MRO-001,VND-0004,Dassault Reliance Aerospace,8,MRO,70628.74,565029.92,EUR,2019-06-01,2020-02-17,Merignac,PG-ENGINE,Open,
454500189,MAT-FAL8-002,VND-0012,Bharat Electronics Ltd,2,Airframe,322559.85,645119.7,EUR,2020-08-17,2021-02-16,Bordeaux,PG-ENGINE,Cancelled,
454500190,MAT-MRO-002,VND-0004,Dassault Reliance Aerospace,8,MRO,48.49,387.92,EUR,2023-06-11,2023-09-20,Nagpur,PG-SAFETY,Partially Delivered,
454500191,MAT-MRO-004,VND-0006,Reliance Defence Ltd,30,MRO,96469.9,2894097.0,EUR,2022-02-03,2022-05-10,Nagpur,PG-MRO,Fully Delivered,
454500192,MAT-MRO-001,VND-0009,MBDA,27,MRO,78229.97,2112209.19,EUR,2023-08-14,2024-07-03,Merignac,PG-MRO,Open,
454500193,MAT-FAL8-005,VND-0011,Dynamatic Technologies,9,Interior,4095513.93,36859625.37,EUR,2023-12-04,2024-10-11,Bordeaux,PG-MRO,Fully Delivered,
454500194,MAT-MRO-002,VND-0015,Honeywell Aerospace India,4,MRO,47.39,189.56,EUR,2021-11-27,2022-03-15,Bordeaux,PG-ENGINE,Partially Delivered,
454500195,MAT-MRO-002,VND-0015,Honeywell Aerospace India,19,MRO,47.49,902.31,EUR,2020-05-28,2020-10-05,Bordeaux,PG-ENGINE,Fully Delivered,
454500196,MAT-MRO-005,VND-0009,MBDA,2,MRO,185076.17,370152.34,EUR,2019-12-12,2020-11-09,Bangalore,PG-SAFETY,Blocked,
454500197,MAT-FAL8-001,VND-0014,GE Aviation,10,Airframe,8802615.34,88026153.4,EUR,2023-11-05,2023-12-19,Bangalore,PG-ENGINE,Open,
454500198,MAT-RAFx-007,VND-0013,Collins Aerospace,10,Structure,207197.32,2071973.2,EUR,2022-08-01,2022-09-15,Nagpur,PG-ENGINE,Fully Delivered,
454500199,MAT-MRO-001,VND-0004,Dassault Reliance Aerospace,44,MRO,73873.11,3250416.84,EUR,2021-07-17,2021-09-22,Hyderabad,PG-MRO,Fully Delivered,
454500200,MAT-FAL8-005,VND-0004,Dassault Reliance Aerospace,6,Interior,4271675.7,25630054.2,EUR,2020-10-02,2021-04-13,Hyderabad,PG-AVIONICS,Fully Delivered,
454500201,MAT-FAL8-002,VND-0009,MBDA,9,Airframe,299836.62,2698529.58,EUR,2020-05-10,2021-02-02,Bordeaux,PG-AIRFRAME,Open,
454500202,MAT-RAFx-002,VND-0005,Hindustan Aeronautics Ltd,7,Airframe,1904879.19,13334154.33,EUR,2021-05-06,2021-10-10,Nagpur,PG-SAFETY,Blocked,
454500203,MAT-FAL8-001,VND-0004,Dassault Reliance Aerospace,3,Airframe,9497363.62,28492090.86,EUR,2021-11-20,2022-08-16,Merignac,PG-AIRFRAME,Fully Delivered,
454500204,MAT-FAL8-003,VND-0009,MBDA,8,Engine,3984996.32,31879970.56,EUR,2020-03-16,2021-02-07,Hyderabad,PG-ENGINE,Partially Delivered,PRICE_DEVIATION_HIGH
454500205,MAT-MRO-003,VND-0001,Safran Aircraft Engines,7,MRO,8109.38,56765.66,EUR,2023-12-13,2024-05-26,Nagpur,PG-AIRFRAME,Fully Delivered,
454500206,MAT-FAL8-003,VND-0001,Safran Aircraft Engines,10,Engine,2827693.96,28276939.6,EUR,2021-01-12,2021-11-21,Hyderabad,PG-SAFETY,Partially Delivered,
454500207,MAT-RAFx-009,VND-0014,GE Aviation,10,Safety,802513.75,8025137.5,EUR,2019-09-01,2019-12-05,Nagpur,PG-SAFETY,Blocked,
454500208,MAT-FAL8-002,VND-0013,Collins Aerospace,3,Airframe,415348.07,1246044.21,EUR,2021-11-08,2022-07-01,Nagpur,PG-MRO,Fully Delivered,PRICE_DEVIATION_HIGH
454500209,MAT-MRO-002,VND-0008,Pratt & Whitney,10,MRO,45.77,457.7,EUR,2021-11-21,2022-03-02,Bordeaux,PG-MRO,Partially Delivered,
454500210,MAT-MRO-005,VND-0012,Bharat Electronics Ltd,5,MRO,187774.25,938871.25,EUR,2021-11-04,2022-08-21,Nagpur,PG-MRO,Fully Delivered,
454500211,MAT-RAFx-001,VND-0006,Reliance Defence Ltd,6,Airframe,4316797.9,25900787.4,EUR,2021-05-03,2022-03-27,Merignac,PG-SAFETY,Partially Delivered,
454500212,MAT-MRO-001,VND-0005,Hindustan Aeronautics Ltd,42,MRO,78394.85,3292583.7,EUR,2023-05-09,2024-03-30,Bangalore,PG-MRO,Fully Delivered,
454500213,MAT-RAFx-006,VND-0009,MBDA,10,Avionics,3862566.83,38625668.3,EUR,2021-02-17,2021-06-02,Bangalore,PG-AIRFRAME,Fully Delivered,
454500214,MAT-RAFx-007,VND-0001,Safran Aircraft Engines,8,Structure,203740.07,1629920.56,EUR,2019-11-07,2020-07-05,Bangalore,PG-MRO,Fully Delivered,
454500215,MAT-RAFx-002,VND-0012,Bharat Electronics Ltd,3,Airframe,1805380.76,5416142.28,EUR,2022-02-22,2022-09-06,Hyderabad,PG-ENGINE,Blocked,
454500216,MAT-RAFx-006,VND-0008,Pratt & Whitney,9,Avionics,3606657.59,32459918.31,EUR,2020-12-26,2021-12-20,Hyderabad,PG-AVIONICS,Fully Delivered,
454500217,MAT-RAFx-008,VND-0005,Hindustan Aeronautics Ltd,9,Fuel System,367748.75,3309738.75,EUR,2024-04-12,2024-10-11,Hyderabad,PG-ENGINE,Fully Delivered,
454500218,MAT-MRO-001,VND-0006,Reliance Defence Ltd,36,MRO,80204.4,2887358.4,EUR,2023-06-17,2023-12-04,Bangalore,PG-MRO,Partially Delivered,
454500219,MAT-FAL8-003,VND-0014,GE Aviation,6,Engine,3003664.77,18021988.62,EUR,2023-07-06,2023-10-18,Merignac,PG-ENGINE,Partially Delivered,
454500220,MAT-FAL8-005,VND-0011,Dynamatic Technologies,5,Interior,4366211.47,21831057.35,EUR,2020-03-14,2020-07-25,Bangalore,PG-ENGINE,Fully Delivered,
454500221,MAT-RAFx-005,VND-0002,Thales Group,10,Avionics,4258024.48,42580244.8,EUR,2020-05-05,2020-10-06,Bordeaux,PG-AVIONICS,Open,
454500222,MAT-RAFx-002,VND-0002,Thales Group,7,Airframe,1751124.56,12257871.92,EUR,2021-08-25,2021-11-14,Bangalore,PG-AVIONICS,Fully Delivered,
454500223,MAT-FAL8-004,VND-0011,Dynamatic Technologies,8,Avionics,1893144.35,15145154.8,EUR,2020-02-13,2020-08-08,Merignac,PG-SAFETY,Partially Delivered,
454500224,MAT-RAFx-008,VND-0009,MBDA,1,Fuel System,405124.37,405124.37,EUR,2019-12-25,2020-08-24,Merignac,PG-MRO,Cancelled,
454500225,MAT-MRO-001,VND-0003,Tata Advanced Systems Ltd,48,MRO,108659.0,5215632.0,EUR,2024-03-11,2024-09-05,Merignac,PG-ENGINE,Cancelled,PRICE_DEVIATION_HIGH
454500226,MAT-RAFx-010,VND-0008,Pratt & Whitney,9,Avionics,622412.4,5601711.6,EUR,2023-12-27,2024-04-03,Bordeaux,PG-AIRFRAME,Cancelled,
454500227,MAT-FAL8-001,VND-0003,Tata Advanced Systems Ltd,8,Airframe,9725393.71,77803149.68,EUR,2023-01-11,2023-05-16,Nagpur,PG-SAFETY,Open,
454500228,MAT-RAFx-007,VND-0003,Tata Advanced Systems Ltd,10,Structure,221966.52,2219665.2,EUR,2024-01-12,2024-09-05,Merignac,PG-MRO,Fully Delivered,
454500229,MAT-RAFx-004,VND-0003,Tata Advanced Systems Ltd,3,Engine,5480159.61,16440478.83,EUR,2024-03-31,2024-09-04,Hyderabad,PG-ENGINE,Open,
454500230,MAT-FAL8-001,VND-0005,Hindustan Aeronautics Ltd,10,Airframe,9838781.44,98387814.4,EUR,2019-01-24,2019-07-06,Merignac,PG-AIRFRAME,Fully Delivered,
454500231,MAT-FAL8-005,VND-0005,Hindustan Aeronautics Ltd,3,Interior,4136439.96,12409319.88,EUR,2021-10-26,2022-05-03,Nagpur,PG-ENGINE,Fully Delivered,
454500232,MAT-MRO-005,VND-0004,Dassault Reliance Aerospace,4,MRO,198537.87,794151.48,EUR,2021-09-06,2021-12-23,Nagpur,PG-MRO,Fully Delivered,
454500233,MAT-MRO-003,VND-0015,Honeywell Aerospace India,31,MRO,8537.64,264666.84,EUR,2023-07-01,2023-11-19,Bangalore,PG-AIRFRAME,Fully Delivered,
454500234,MAT-MRO-002,VND-0008,Pratt & Whitney,34,MRO,46.47,1579.98,EUR,2019-06-09,2020-04-22,Bangalore,PG-AVIONICS,Open,
454500235,MAT-MRO-004,VND-0009,MBDA,10,MRO,87061.99,870619.9,EUR,2023-10-16,2024-08-07,Bangalore,PG-MRO,Partially Delivered,
454500236,MAT-RAFx-003,VND-0015,Honeywell Aerospace India,9,Landing Gear,941713.37,8475420.33,EUR,2019-04-24,2020-01-11,Bangalore,PG-AIRFRAME,Open,
454500237,MAT-MRO-003,VND-0008,Pratt & Whitney,44,MRO,8602.67,378517.48,EUR,2023-01-21,2023-03-03,Bordeaux,PG-SAFETY,Partially Delivered,
454500238,MAT-RAFx-003,VND-0001,Safran Aircraft Engines,7,Landing Gear,926368.39,6484578.73,EUR,2019-05-11,2020-03-13,Merignac,PG-MRO,Blocked,
454500239,MAT-RAFx-002,VND-0005,Hindustan Aeronautics Ltd,7,Airframe,1707834.62,11954842.34,EUR,2019-10-05,2020-09-27,Hyderabad,PG-ENGINE,Blocked,
454500240,MAT-FAL8-003,VND-0008,Pratt & Whitney,7,Engine,2744289.2,19210024.4,EUR,2022-10-30,2023-09-01,Merignac,PG-AVIONICS,Open,
454500241,MAT-MRO-003,VND-0007,Martin Baker Aircraft,34,MRO,7711.08,262176.72,EUR,2020-04-01,2020-05-02,Hyderabad,PG-SAFETY,Fully Delivered,
454500242,MAT-FAL8-004,VND-0009,MBDA,7,Avionics,1998301.57,13988110.99,EUR,2020-05-21,2021-02-10,Merignac,PG-AIRFRAME,Partially Delivered,
454500243,MAT-FAL8-004,VND-0010,Elbit Systems India,1,Avionics,1821162.55,1821162.55,EUR,2019-05-18,2019-08-07,Merignac,PG-AVIONICS,Fully Delivered,
454500244,MAT-RAFx-002,VND-0007,Martin Baker Aircraft,8,Airframe,1723489.71,13787917.68,EUR,2020-03-20,2020-05-17,Bordeaux,PG-SAFETY,Open,
454500245,MAT-FAL8-001,VND-0010,Elbit Systems India,10,Airframe,9914258.08,99142580.8,EUR,2023-08-04,2024-02-14,Bangalore,PG-AVIONICS,Partially Delivered,
454500246,MAT-FAL8-004,VND-0005,Hindustan Aeronautics Ltd,5,Avionics,1766531.12,8832655.6,EUR,2024-04-26,2025-03-24,Hyderabad,PG-SAFETY,Cancelled,
454500247,MAT-MRO-001,VND-0001,Safran Aircraft Engines,23,MRO,80299.04,1846877.92,EUR,2022-10-06,2023-05-19,Hyderabad,PG-MRO,Fully Delivered,
454500248,MAT-RAFx-005,VND-0005,Hindustan Aeronautics Ltd,7,Avionics,3892624.61,27248372.27,EUR,2022-01-06,2022-10-05,Bordeaux,PG-MRO,Partially Delivered,
454500249,MAT-RAFx-002,VND-0009,MBDA,7,Airframe,1934722.42,13543056.94,EUR,2022-02-15,2022-12-13,Bordeaux,PG-ENGINE,Open,
454500250,MAT-RAFx-003,VND-0015,Honeywell Aerospace India,8,Landing Gear,1002764.27,8022114.16,EUR,2019-07-09,2020-05-08,Nagpur,PG-MRO,Fully Delivered,
454500251,MAT-MRO-005,VND-0010,Elbit Systems India,1,MRO,196059.17,196059.17,EUR,2020-01-21,2020-12-16,Hyderabad,PG-AVIONICS,Fully Delivered,
454500252,MAT-FAL8-001,VND-0005,Hindustan Aeronautics Ltd,1,Airframe,9061947.81,9061947.81,EUR,2020-01-25,2020-04-24,Bordeaux,PG-SAFETY,Fully Delivered,
454500253,MAT-RAFx-007,VND-0007,Martin Baker Aircraft,4,Structure,211749.86,846999.44,EUR,2023-05-08,2023-10-29,Nagpur,PG-ENGINE,Partially Delivered,
454500254,MAT-RAFx-009,VND-0006,Reliance Defence Ltd,9,Safety,827774.93,7449974.37,EUR,2021-08-12,2021-10-31,Nagpur,PG-AVIONICS,Fully Delivered,
454500255,MAT-FAL8-002,VND-0006,Reliance Defence Ltd,7,Airframe,461970.9,3233796.3,EUR,2023-11-05,2024-03-27,Bangalore,PG-SAFETY,Fully Delivered,PRICE_DEVIATION_HIGH
454500256,MAT-FAL8-004,VND-0005,Hindustan Aeronautics Ltd,3,Avionics,1807642.3,5422926.9,EUR,2020-04-16,2020-11-26,Bangalore,PG-ENGINE,Fully Delivered,
454500257,MAT-RAFx-009,VND-0013,Collins Aerospace,8,Safety,838220.23,6705761.84,EUR,2022-08-07,2023-05-15,Nagpur,PG-AVIONICS,Fully Delivered,
454500258,MAT-RAFx-005,VND-0012,Bharat Electronics Ltd,9,Avionics,4092335.51,36831019.59,EUR,2024-02-21,2024-12-24,Bangalore,PG-AIRFRAME,Blocked,
454500259,MAT-RAFx-003,VND-0014,GE Aviation,1,Landing Gear,990179.5,990179.5,EUR,2021-04-24,2021-08-02,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500260,MAT-RAFx-007,VND-0009,MBDA,8,Structure,205739.54,1645916.32,EUR,2022-06-19,2023-06-10,Hyderabad,PG-MRO,Fully Delivered,
454500261,MAT-RAFx-001,VND-0001,Safran Aircraft Engines,9,Airframe,4234704.47,38112340.23,EUR,2019-01-25,2019-03-04,Nagpur,PG-AIRFRAME,Fully Delivered,
454500262,MAT-MRO-002,VND-0014,GE Aviation,45,MRO,46.25,2081.25,EUR,2023-07-10,2023-11-08,Bordeaux,PG-AVIONICS,Open,
454500263,MAT-RAFx-007,VND-0010,Elbit Systems India,9,Structure,201681.25,1815131.25,EUR,2020-12-26,2021-06-10,Hyderabad,PG-MRO,Fully Delivered,
454500264,MAT-MRO-004,VND-0004,Dassault Reliance Aerospace,45,MRO,87964.62,3958407.9,EUR,2022-11-01,2023-01-11,Merignac,PG-AIRFRAME,Fully Delivered,
454500265,MAT-FAL8-003,VND-0007,Martin Baker Aircraft,7,Engine,2823610.24,19765271.68,EUR,2019-04-25,2020-04-15,Hyderabad,PG-MRO,Open,
454500266,MAT-FAL8-001,VND-0010,Elbit Systems India,2,Airframe,10100082.64,20200165.28,EUR,2024-02-26,2024-04-17,Bangalore,PG-MRO,Partially Delivered,
454500267,MAT-RAFx-009,VND-0001,Safran Aircraft Engines,2,Safety,1228553.22,2457106.44,EUR,2020-07-28,2021-06-01,Nagpur,PG-AIRFRAME,Fully Delivered,PRICE_DEVIATION_HIGH
454500268,MAT-RAFx-007,VND-0010,Elbit Systems India,3,Structure,218475.75,655427.25,EUR,2022-12-30,2023-08-20,Bangalore,PG-AVIONICS,Cancelled,
454500269,MAT-MRO-004,VND-0014,GE Aviation,25,MRO,94605.95,2365148.75,EUR,2022-01-12,2022-07-30,Merignac,PG-SAFETY,Partially Delivered,
454500270,MAT-FAL8-002,VND-0001,Safran Aircraft Engines,2,Airframe,316778.92,633557.84,EUR,2023-09-14,2023-11-21,Bangalore,PG-MRO,Partially Delivered,
454500271,MAT-FAL8-001,VND-0001,Safran Aircraft Engines,5,Airframe,9930993.17,49654965.85,EUR,2021-07-11,2022-04-18,Hyderabad,PG-MRO,Partially Delivered,
454500272,MAT-RAFx-006,VND-0011,Dynamatic Technologies,10,Avionics,3795117.77,37951177.7,EUR,2019-06-25,2020-06-05,Merignac,PG-AIRFRAME,Partially Delivered,
454500273,MAT-RAFx-009,VND-0003,Tata Advanced Systems Ltd,7,Safety,806417.31,5644921.17,EUR,2022-07-22,2022-11-07,Merignac,PG-AIRFRAME,Fully Delivered,
454500274,MAT-RAFx-001,VND-0005,Hindustan Aeronautics Ltd,8,Airframe,4105864.56,32846916.48,EUR,2020-07-06,2020-09-26,Hyderabad,PG-SAFETY,Open,
454500275,MAT-MRO-003,VND-0009,MBDA,27,MRO,7679.52,207347.04,EUR,2019-07-03,2020-01-30,Nagpur,PG-MRO,Fully Delivered,
454500276,MAT-RAFx-001,VND-0005,Hindustan Aeronautics Ltd,7,Airframe,4124601.3,28872209.1,EUR,2019-06-23,2020-05-04,Bangalore,PG-SAFETY,Cancelled,
454500277,MAT-RAFx-006,VND-0011,Dynamatic Technologies,7,Avionics,3504345.03,24530415.21,EUR,2020-07-04,2021-01-04,Bordeaux,PG-MRO,Partially Delivered,
454500278,MAT-RAFx-009,VND-0007,Martin Baker Aircraft,5,Safety,778032.07,3890160.35,EUR,2019-06-07,2020-01-07,Hyderabad,PG-SAFETY,Partially Delivered,
454500279,MAT-MRO-005,VND-0004,Dassault Reliance Aerospace,8,MRO,173366.38,1386931.04,EUR,2020-09-15,2020-10-18,Bangalore,PG-MRO,Blocked,
454500280,MAT-FAL8-001,VND-0008,Pratt & Whitney,6,Airframe,9394536.66,56367219.96,EUR,2023-08-14,2024-08-11,Nagpur,PG-SAFETY,Blocked,
454500281,MAT-RAFx-007,VND-0008,Pratt & Whitney,6,Structure,199168.61,1195011.66,EUR,2021-03-26,2021-10-05,Hyderabad,PG-SAFETY,Partially Delivered,
454500282,MAT-RAFx-008,VND-0006,Reliance Defence Ltd,7,Fuel System,366642.25,2566495.75,EUR,2023-05-29,2024-01-15,Bordeaux,PG-SAFETY,Partially Delivered,
454500283,MAT-MRO-003,VND-0003,Tata Advanced Systems Ltd,44,MRO,8551.11,376248.84,EUR,2019-02-25,2019-11-18,Nagpur,PG-AIRFRAME,Blocked,
454500284,MAT-FAL8-004,VND-0011,Dynamatic Technologies,8,Avionics,1790310.45,14322483.6,EUR,2020-09-12,2021-02-12,Hyderabad,PG-MRO,Partially Delivered,
454500285,MAT-RAFx-003,VND-0008,Pratt & Whitney,10,Landing Gear,946843.67,9468436.7,EUR,2021-03-31,2022-01-28,Hyderabad,PG-SAFETY,Fully Delivered,
454500286,MAT-RAFx-002,VND-0013,Collins Aerospace,6,Airframe,1858070.67,11148424.02,EUR,2023-07-22,2024-05-21,Merignac,PG-AVIONICS,Fully Delivered,
454500287,MAT-FAL8-002,VND-0003,Tata Advanced Systems Ltd,10,Airframe,296667.99,2966679.9,EUR,2022-08-14,2023-08-10,Hyderabad,PG-AIRFRAME,Partially Delivered,
454500288,MAT-RAFx-001,VND-0002,Thales Group,5,Airframe,4013184.73,20065923.65,EUR,2023-03-10,2023-12-30,Bordeaux,PG-MRO,Fully Delivered,
454500289,MAT-FAL8-002,VND-0007,Martin Baker Aircraft,8,Airframe,333943.92,2671551.36,EUR,2022-04-20,2023-01-31,Hyderabad,PG-AIRFRAME,Open,
454500290,MAT-RAFx-010,VND-0007,Martin Baker Aircraft,2,Avionics,581914.08,1163828.16,EUR,2024-04-10,2024-07-21,Bordeaux,PG-SAFETY,Partially Delivered,
454500291,MAT-MRO-001,VND-0006,Reliance Defence Ltd,31,MRO,70171.48,2175315.88,EUR,2023-01-18,2023-10-06,Merignac,PG-AIRFRAME,Partially Delivered,
454500292,MAT-FAL8-001,VND-0011,Dynamatic Technologies,2,Airframe,9769251.79,19538503.58,EUR,2019-12-03,2020-05-05,Nagpur,PG-SAFETY,Fully Delivered,
454500293,MAT-FAL8-004,VND-0008,Pratt & Whitney,4,Avionics,1990517.76,7962071.04,EUR,2022-07-13,2022-11-14,Hyderabad,PG-AIRFRAME,Open,
454500294,MAT-MRO-005,VND-0015,Honeywell Aerospace India,4,MRO,183507.42,734029.68,EUR,2021-05-29,2022-01-13,Nagpur,PG-AIRFRAME,Open,
454500295,MAT-MRO-004,VND-0002,Thales Group,35,MRO,87392.05,3058721.75,EUR,2020-10-29,2021-03-08,Hyderabad,PG-SAFETY,Fully Delivered,
454500296,MAT-FAL8-001,VND-0010,Elbit Systems India,7,Airframe,9669188.8,67684321.6,EUR,2022-04-17,2022-07-14,Bangalore,PG-AVIONICS,Partially Delivered,
454500297,MAT-RAFx-010,VND-0015,Honeywell Aerospace India,10,Avionics,628944.7,6289447.0,EUR,2022-10-08,2023-01-14,Merignac,PG-AVIONICS,Partially Delivered,
454500298,MAT-FAL8-002,VND-0012,Bharat Electronics Ltd,3,Airframe,320554.23,961662.69,EUR,2021-05-06,2022-04-06,Bordeaux,PG-MRO,Open,
454500299,MAT-MRO-003,VND-0012,Bharat Electronics Ltd,42,MRO,8765.07,368132.94,EUR,2019-12-21,2020-10-30,Bordeaux,PG-ENGINE,Open,
454500300,MAT-FAL8-005,VND-0010,Elbit Systems India,1,Interior,4445630.94,4445630.94,EUR,2024-05-03,2024-06-06,Hyderabad,PG-SAFETY,Fully Delivered,
454500301,MAT-MRO-002,VND-0011,Dynamatic Technologies,32,MRO,44.35,1419.2,EUR,2021-10-04,2022-06-03,Bordeaux,PG-AIRFRAME,Fully Delivered,
454500302,MAT-MRO-004,VND-0001,Safran Aircraft Engines,49,MRO,87886.19,4306423.31,EUR,2019-03-08,2019-08-25,Hyderabad,PG-SAFETY,Partially Delivered,
