OpportunityId,AccountId,AccountName,OpportunityName,Product,Quantity,Amount_EUR,Stage,Probability,CloseDate,CreatedDate,SalesRep,LeadSource,CycleLength_Days,Anomaly,Region
OPP00264,ACC0027,Swiss Air Force,MRO Contract Rafale — Indonesia (7 units),MRO Contract Rafale,7,39782179.71,Negotiation,75,2026-12-20,2022-10-17,Marc Dupont,Government RFP,,,Asia
OPP00265,ACC0001,Indian Air Force,Falcon 10X — India (2 units),Falcon 10X,2,145451878.65,Prospecting,10,2022-01-30,2020-11-01,Isabelle Bernard,Referral,,,Asia
OPP00266,ACC0008,Croatian Air Force,MRO Contract Rafale — Croatia (4 units),MRO Contract Rafale,4,22365897.52,Qualification,25,2024-06-13,2020-01-08,Sophie Leclerc,Direct Contact,,,Europe
OPP00267,ACC0026,Singapore Air Force,Falcon 6X — Qatar (4 units),Falcon 6X,4,192713169.52,Qualification,25,2021-05-12,2019-12-24,Sophie Leclerc,Diplomatic Channel,,,Middle East
OPP00268,ACC0003,Armée de l'Air française,MRO Contract Rafale — France (3 units),MRO Contract Rafale,3,16255223.16,Closed Lost,0,2022-05-20,2018-05-07,Isabelle Bernard,Diplomatic Channel,1474.0,,Europe
OPP00269,ACC0026,Singapore Air Force,Rafale F3-R — Qatar (9 units),Rafale F3-R,9,921292320.98,Proposal,50,2024-06-03,2022-05-30,Isabelle Bernard,Diplomatic Channel,,,Middle East
OPP00270,ACC0004,UAE Air Force,Falcon 10X — UAE (8 units),Falcon 10X,8,542916935.36,Proposal,50,2024-03-22,2022-09-25,Antoine Morel,Government RFP,,,Middle East
OPP00271,ACC0025,Malaysian RMAF,Rafale F3-R — Greece (9 units),Rafale F3-R,9,882722590.02,Closed Lost,0,2022-10-17,2022-05-14,Antoine Morel,Referral,156.0,,Europe
OPP00272,ACC0007,Indonesian Air Force,Spare Parts Package — Indonesia (11 units),Spare Parts Package,11,23820966.16,Closed Lost,0,2026-04-16,2022-02-16,Antoine Morel,Direct Contact,1520.0,,Asia
OPP00273,ACC0023,Egyptian Air Force,MRO Contract Rafale — France (12 units),MRO Contract Rafale,12,51151534.89,Proposal,50,2020-03-05,2019-05-14,Marc Dupont,Referral,,,Europe
OPP00274,ACC0021,Boeing India,Offset Industrial Package — India (5 units),Offset Industrial Package,5,67960929.94,Qualification,25,2022-11-02,2019-12-13,Antoine Morel,Referral,,,Asia
OPP00275,ACC0026,Singapore Air Force,MRO Contract Rafale — Qatar (3 units),MRO Contract Rafale,3,14994465.07,Proposal,50,2023-10-29,2019-05-13,Marc Dupont,Referral,,,Middle East
OPP00276,ACC0019,Collins Aerospace India,Spare Parts Package — Spain (5 units),Spare Parts Package,5,9852186.97,Qualification,25,2026-11-19,2023-05-30,Sophie Leclerc,Air Show,,,Europe
OPP00277,ACC0013,Tata Advanced Systems,Falcon 10X — France (4 units),Falcon 10X,4,304980604.27,Qualification,25,2026-01-02,2021-04-10,Sophie Leclerc,Direct Contact,,,Europe
OPP00278,ACC0019,Collins Aerospace India,Rafale F3-R — Spain (3 units),Rafale F3-R,3,263643174.19,Closed Lost,0,2022-04-16,2018-07-05,Antoine Morel,Diplomatic Channel,1381.0,,Europe
OPP00279,ACC0024,Royal Saudi Air Force,MRO Contract Rafale — UAE (8 units),MRO Contract Rafale,8,37600410.19,Closed Won,100,2023-10-26,2023-04-22,Isabelle Bernard,Air Show,187.0,,Middle East
OPP00280,ACC0025,Malaysian RMAF,Falcon 8X — Greece (1 units),Falcon 8X,1,54878411.85,Negotiation,75,2023-08-18,2019-11-08,Jean-Pierre Martin,Direct Contact,,,Europe
OPP00281,ACC0025,Malaysian RMAF,MRO Contract Rafale — Greece (5 units),MRO Contract Rafale,5,23957215.16,Negotiation,75,2028-01-27,2023-04-15,Marc Dupont,Referral,,,Europe
OPP00282,ACC0018,Honeywell India,Rafale F3-R — Croatia (7 units),Rafale F3-R,7,558413885.46,Qualification,25,2027-04-08,2023-10-17,Antoine Morel,Government RFP,,,Europe
OPP00283,ACC0016,Reliance Defence,Falcon 10X — Qatar (6 units),Falcon 10X,6,426387188.7,Negotiation,75,2027-02-06,2022-09-22,Isabelle Bernard,Air Show,,,Middle East
OPP00284,ACC0018,Honeywell India,Spare Parts Package — Croatia (10 units),Spare Parts Package,10,18719141.46,Closed Won,100,2022-06-18,2018-08-17,Marc Dupont,Direct Contact,1401.0,,Europe
OPP00285,ACC0006,Qatar Emiri Air Force,Offset Industrial Package — Qatar (10 units),Offset Industrial Package,10,145714772.4,Prospecting,10,2019-12-22,2017-10-20,Sophie Leclerc,Referral,,,Middle East
OPP00286,ACC0030,Kuwait Air Force,MRO Contract Rafale — Germany (11 units),MRO Contract Rafale,11,51557379.82,Negotiation,75,2022-06-18,2020-01-01,Marc Dupont,Direct Contact,,,Europe
OPP00287,ACC0009,Airbus Group,MRO Contract Rafale — Spain (12 units),MRO Contract Rafale,12,61564555.92,Proposal,50,2023-04-30,2022-01-19,Jean-Pierre Martin,Government RFP,,,Europe
OPP00288,ACC0018,Honeywell India,Falcon 6X — Croatia (11 units),Falcon 6X,11,458119580.99,Qualification,25,2020-05-15,2017-11-24,Jean-Pierre Martin,Air Show,,,Europe
OPP00289,ACC0029,Finnish Air Force,Rafale F4 — Spain (8 units),Rafale F4,8,771042893.59,Closed Won,100,2020-06-24,2017-04-18,Jean-Pierre Martin,Air Show,1163.0,,Europe
OPP00290,ACC0016,Reliance Defence,Falcon 10X — Qatar (10 units),Falcon 10X,10,672436731.45,Proposal,50,2023-01-02,2021-05-16,Marc Dupont,Direct Contact,,,Middle East
OPP00291,ACC0028,Belgian Air Force,Falcon 8X — Croatia (3 units),Falcon 8X,3,181444086.25,Prospecting,10,2022-11-17,2018-11-30,Marc Dupont,Referral,,,Europe
OPP00292,ACC0025,Malaysian RMAF,Training Program — Greece (8 units),Training Program,8,27419867.13,Closed Lost,0,2026-05-21,2023-01-24,Isabelle Bernard,Government RFP,1213.0,,Europe
OPP00293,ACC0005,Hellenic Air Force,Upgrade EW Suite — Greece (3 units),Upgrade EW Suite,3,24653982.67,Negotiation,75,2025-12-07,2022-02-14,Antoine Morel,Direct Contact,,,Europe
OPP00294,ACC0023,Egyptian Air Force,Upgrade EW Suite — France (11 units),Upgrade EW Suite,11,91683545.77,Closed Lost,0,2023-06-03,2020-06-22,Antoine Morel,Government RFP,1076.0,,Europe
OPP00295,ACC0013,Tata Advanced Systems,Rafale F4 — France (8 units),Rafale F4,8,716193946.27,Proposal,50,2023-07-28,2021-08-16,Jean-Pierre Martin,Air Show,,,Europe
OPP00296,ACC0002,Indian Navy,Upgrade EW Suite — Egypt (3 units),Upgrade EW Suite,3,22875971.4,Negotiation,75,2026-05-13,2022-04-06,Isabelle Bernard,Direct Contact,,,Africa
OPP00297,ACC0009,Airbus Group,Falcon 10X — Spain (1 units),Falcon 10X,1,80982057.08,Negotiation,75,2024-12-30,2020-04-14,Jean-Pierre Martin,Diplomatic Channel,,,Europe
OPP00298,ACC0020,Rolls-Royce India,MRO Contract Rafale — Germany (4 units),MRO Contract Rafale,4,19470415.21,Proposal,50,2024-12-07,2023-04-16,Sophie Leclerc,Direct Contact,,,Europe
OPP00299,ACC0022,Lockheed Martin India,Spare Parts Package — Egypt (4 units),Spare Parts Package,4,7431152.66,Negotiation,75,2024-11-17,2021-09-26,Antoine Morel,Referral,,,Africa
OPP00300,ACC0004,UAE Air Force,Falcon 10X — UAE (11 units),Falcon 10X,11,885124405.8,Proposal,50,2020-08-24,2020-01-07,Sophie Leclerc,Government RFP,,,Middle East
OPP00301,ACC0005,Hellenic Air Force,Falcon 10X — Greece (2 units),Falcon 10X,2,156160171.93,Negotiation,75,2028-02-07,2023-12-06,Antoine Morel,Direct Contact,,,Europe
OPP00302,ACC0010,Safran Group,Falcon 6X — Germany (6 units),Falcon 6X,6,231071027.18,Closed Lost,0,2017-12-05,2017-07-23,Sophie Leclerc,Air Show,135.0,,Europe
OPP00303,ACC0008,Croatian Air Force,Falcon 10X — Croatia (5 units),Falcon 10X,5,332816910.32,Closed Won,100,2023-06-20,2021-12-01,Jean-Pierre Martin,Government RFP,566.0,,Europe
OPP00304,ACC0026,Singapore Air Force,Rafale F3-R — Qatar (8 units),Rafale F3-R,8,658912626.4,Proposal,50,2026-06-11,2021-09-18,Isabelle Bernard,Referral,,,Middle East
OPP00305,ACC0012,Dassault Reliance Aerospace,Training Program — Egypt (12 units),Training Program,12,39147386.91,Prospecting,10,2025-02-27,2020-09-14,Sophie Leclerc,Air Show,,,Africa
OPP00306,ACC0005,Hellenic Air Force,Falcon 10X — Greece (7 units),Falcon 10X,7,457493089.42,Qualification,25,2023-12-03,2022-04-10,Isabelle Bernard,Air Show,,,Europe
OPP00307,ACC0019,Collins Aerospace India,Rafale F4 — Spain (12 units),Rafale F4,12,1054145127.29,Qualification,25,2022-05-27,2021-12-20,Sophie Leclerc,Direct Contact,,,Europe
OPP00308,ACC0019,Collins Aerospace India,Rafale F4 — Spain (9 units),Rafale F4,9,897581022.17,Negotiation,75,2023-05-28,2019-05-04,Marc Dupont,Referral,,,Europe
OPP00309,ACC0012,Dassault Reliance Aerospace,Falcon 8X — Egypt (11 units),Falcon 8X,11,705190941.43,Negotiation,75,2024-10-30,2023-03-02,Isabelle Bernard,Referral,,,Africa
OPP00310,ACC0003,Armée de l'Air française,Falcon 6X — France (6 units),Falcon 6X,6,301389085.66,Closed Lost,0,2021-01-05,2019-06-12,Isabelle Bernard,Referral,573.0,,Europe
OPP00311,ACC0024,Royal Saudi Air Force,Rafale F3-R — UAE (3 units),Rafale F3-R,3,293845622.18,Qualification,25,2028-03-24,2023-07-23,Sophie Leclerc,Air Show,,,Middle East
OPP00312,ACC0024,Royal Saudi Air Force,Rafale F3-R — UAE (10 units),Rafale F3-R,10,976538314.87,Closed Won,100,2023-06-12,2022-05-01,Marc Dupont,Air Show,407.0,,Middle East
OPP00313,ACC0013,Tata Advanced Systems,Falcon 6X — France (3 units),Falcon 6X,3,134996727.87,Proposal,50,2028-06-10,2023-12-09,Jean-Pierre Martin,Air Show,,,Europe
OPP00314,ACC0023,Egyptian Air Force,MRO Contract Rafale — France (11 units),MRO Contract Rafale,11,49289654.18,Closed Won,100,2023-12-19,2023-01-06,Isabelle Bernard,Government RFP,347.0,,Europe
OPP00315,ACC0021,Boeing India,MRO Contract Rafale — India (9 units),MRO Contract Rafale,9,48895584.65,Closed Won,100,2023-08-08,2020-11-23,Sophie Leclerc,Air Show,988.0,,Asia
OPP00316,ACC0027,Swiss Air Force,Spare Parts Package — Indonesia (6 units),Spare Parts Package,6,12807836.97,Closed Won,100,2022-10-11,2019-10-24,Isabelle Bernard,Diplomatic Channel,1083.0,,Asia
OPP00317,ACC0014,HAL (Hindustan Aeronautics),Falcon 10X — UAE (9 units),Falcon 10X,9,714900149.44,Negotiation,75,2022-06-04,2019-02-17,Marc Dupont,Referral,,,Middle East
OPP00318,ACC0015,MBDA India,Training Program — Greece (5 units),Training Program,5,16654478.28,Closed Lost,0,2027-01-26,2023-09-19,Sophie Leclerc,Air Show,1225.0,,Europe
OPP00319,ACC0018,Honeywell India,Upgrade EW Suite — Croatia (3 units),Upgrade EW Suite,3,23635566.24,Negotiation,75,2022-09-29,2019-12-15,Jean-Pierre Martin,Diplomatic Channel,,,Europe
OPP00320,ACC0027,Swiss Air Force,Spare Parts Package — Indonesia (12 units),Spare Parts Package,12,21735846.89,Negotiation,75,2019-07-01,2017-03-18,Antoine Morel,Government RFP,,,Asia
OPP00321,ACC0026,Singapore Air Force,MRO Contract Rafale — Qatar (12 units),MRO Contract Rafale,12,52140151.62,Closed Won,100,2024-05-09,2023-01-17,Antoine Morel,Direct Contact,478.0,,Middle East
OPP00322,ACC0003,Armée de l'Air française,Upgrade EW Suite — France (3 units),Upgrade EW Suite,3,24813882.54,Proposal,50,2022-09-02,2020-08-14,Jean-Pierre Martin,Air Show,,,Europe
OPP00323,ACC0030,Kuwait Air Force,Upgrade EW Suite — Germany (11 units),Upgrade EW Suite,11,76560347.86,Qualification,25,2018-11-17,2018-06-16,Sophie Leclerc,Air Show,,,Europe
OPP00324,ACC0020,Rolls-Royce India,Training Program — Germany (4 units),Training Program,4,10555512.91,Negotiation,75,2025-10-29,2023-05-28,Isabelle Bernard,Diplomatic Channel,,,Europe
OPP00325,ACC0021,Boeing India,Offset Industrial Package — India (12 units),Offset Industrial Package,12,184876249.25,Proposal,50,2021-03-12,2017-07-21,Jean-Pierre Martin,Air Show,,,Asia
OPP00326,ACC0026,Singapore Air Force,Falcon 6X — Qatar (11 units),Falcon 6X,11,493723716.96,Negotiation,75,2021-09-22,2017-11-24,Jean-Pierre Martin,Referral,,,Middle East
OPP00327,ACC0024,Royal Saudi Air Force,Upgrade EW Suite — UAE (12 units),Upgrade EW Suite,12,108621423.1,Closed Won,100,2026-05-13,2021-08-31,Jean-Pierre Martin,Diplomatic Channel,1716.0,,Middle East
OPP00328,ACC0012,Dassault Reliance Aerospace,Falcon 10X — Egypt (9 units),Falcon 10X,9,581982263.34,Closed Won,100,2018-06-22,2017-10-16,Sophie Leclerc,Diplomatic Channel,249.0,,Africa
OPP00329,ACC0030,Kuwait Air Force,Rafale F4 — Germany (2 units),Rafale F4,2,202834800.17,Proposal,50,2024-04-16,2022-12-18,Antoine Morel,Government RFP,,,Europe
OPP00330,ACC0025,Malaysian RMAF,Offset Industrial Package — Greece (11 units),Offset Industrial Package,11,187151415.56,Closed Won,100,2025-11-02,2023-04-07,Jean-Pierre Martin,Diplomatic Channel,940.0,,Europe
OPP00331,ACC0015,MBDA India,MRO Contract Rafale — Greece (11 units),MRO Contract Rafale,11,54318889.78,Closed Won,100,2022-12-21,2021-10-16,Sophie Leclerc,Diplomatic Channel,431.0,,Europe
OPP00332,ACC0010,Safran Group,Spare Parts Package — Germany (9 units),Spare Parts Package,9,17122569.5,Negotiation,75,2022-05-20,2018-10-10,Isabelle Bernard,Referral,,,Europe
OPP00333,ACC0009,Airbus Group,MRO Contract Rafale — Spain (9 units),MRO Contract Rafale,9,51634750.37,Closed Won,100,2023-03-14,2020-08-22,Isabelle Bernard,Referral,934.0,,Europe
OPP00334,ACC0017,GE Aviation India,Offset Industrial Package — Indonesia (4 units),Offset Industrial Package,4,61136604.65,Proposal,50,2022-09-24,2019-05-27,Marc Dupont,Referral,,,Asia
OPP00335,ACC0004,UAE Air Force,Training Program — UAE (8 units),Training Program,8,27310735.9,Closed Won,100,2018-11-04,2017-01-01,Antoine Morel,Air Show,672.0,,Middle East
OPP00336,ACC0026,Singapore Air Force,Upgrade EW Suite — Qatar (3 units),Upgrade EW Suite,3,27552566.47,Prospecting,10,2021-11-16,2020-05-21,Sophie Leclerc,Referral,,,Middle East
OPP00337,ACC0024,Royal Saudi Air Force,Rafale F3-R — UAE (12 units),Rafale F3-R,12,1184437336.43,Negotiation,75,2026-08-27,2023-03-18,Antoine Morel,Government RFP,,,Middle East
OPP00338,ACC0027,Swiss Air Force,Rafale F4 — Indonesia (1 units),Rafale F4,1,93870539.46,Qualification,25,2021-01-20,2018-10-02,Antoine Morel,Government RFP,,,Asia
OPP00339,ACC0023,Egyptian Air Force,Falcon 6X — France (5 units),Falcon 6X,5,245997510.98,Negotiation,75,2021-06-20,2018-01-12,Sophie Leclerc,Air Show,,,Europe
OPP00340,ACC0002,Indian Navy,MRO Contract Rafale — Egypt (8 units),MRO Contract Rafale,8,36074829.89,Closed Won,100,2024-03-30,2023-06-19,Antoine Morel,Referral,285.0,,Africa
OPP00341,ACC0019,Collins Aerospace India,Rafale F3-R — Spain (12 units),Rafale F3-R,12,1179902539.78,Prospecting,10,2021-11-02,2021-04-12,Marc Dupont,Referral,,,Europe
OPP00342,ACC0026,Singapore Air Force,Spare Parts Package — Qatar (7 units),Spare Parts Package,7,15807033.55,Closed Won,100,2019-11-14,2018-05-09,Antoine Morel,Air Show,554.0,,Middle East
OPP00343,ACC0001,Indian Air Force,Spare Parts Package — India (1 units),Spare Parts Package,1,1882870.04,Proposal,50,2020-11-15,2017-06-18,Sophie Leclerc,Referral,,,Asia
OPP00344,ACC0028,Belgian Air Force,Upgrade EW Suite — Croatia (12 units),Upgrade EW Suite,12,87958958.63,Closed Won,100,2020-01-06,2017-07-26,Isabelle Bernard,Diplomatic Channel,894.0,,Europe
OPP00345,ACC0005,Hellenic Air Force,Offset Industrial Package — Greece (9 units),Offset Industrial Package,9,118398359.58,Proposal,50,2024-04-20,2021-11-05,Sophie Leclerc,Government RFP,,,Europe
OPP00346,ACC0014,HAL (Hindustan Aeronautics),MRO Contract Rafale — UAE (2 units),MRO Contract Rafale,2,9927563.96,Negotiation,75,2019-04-09,2017-07-21,Jean-Pierre Martin,Direct Contact,,,Middle East
OPP00347,ACC0030,Kuwait Air Force,Upgrade EW Suite — Germany (7 units),Upgrade EW Suite,7,60600262.29,Closed Won,100,2021-05-28,2018-06-19,Antoine Morel,Government RFP,1074.0,,Europe
OPP00348,ACC0013,Tata Advanced Systems,Training Program — France (7 units),Training Program,7,21959165.17,Negotiation,75,2023-07-28,2019-03-15,Antoine Morel,Government RFP,,,Europe
OPP00349,ACC0030,Kuwait Air Force,Falcon 6X — Germany (2 units),Falcon 6X,2,83688941.45,Proposal,50,2025-04-19,2021-10-28,Jean-Pierre Martin,Air Show,,,Europe
OPP00350,ACC0028,Belgian Air Force,Spare Parts Package — Croatia (7 units),Spare Parts Package,7,13434124.11,Proposal,50,2022-09-18,2019-02-20,Jean-Pierre Martin,Referral,,,Europe
OPP00351,ACC0027,Swiss Air Force,Falcon 8X — Indonesia (6 units),Falcon 8X,6,372551867.4,Negotiation,75,2024-09-04,2021-12-17,Jean-Pierre Martin,Government RFP,,,Asia
OPP00352,ACC0010,Safran Group,Falcon 6X — Germany (11 units),Falcon 6X,11,476262387.36,Qualification,25,2018-07-07,2017-12-18,Sophie Leclerc,Diplomatic Channel,,,Europe
OPP00353,ACC0027,Swiss Air Force,Falcon 8X — Indonesia (5 units),Falcon 8X,5,256235996.34,Proposal,50,2021-02-18,2018-04-01,Jean-Pierre Martin,Referral,,,Asia
OPP00354,ACC0027,Swiss Air Force,Falcon 6X — Indonesia (12 units),Falcon 6X,12,546156884.18,Negotiation,75,2023-09-27,2019-04-15,Marc Dupont,Diplomatic Channel,,,Asia
OPP00355,ACC0003,Armée de l'Air française,Training Program — France (10 units),Training Program,10,32069312.25,Closed Won,100,2022-07-30,2018-08-02,Jean-Pierre Martin,Direct Contact,1458.0,,Europe
OPP00356,ACC0011,Thales Group,Offset Industrial Package — India (11 units),Offset Industrial Package,11,166326554.98,Qualification,25,2021-09-14,2019-11-13,Sophie Leclerc,Diplomatic Channel,,,Asia
OPP00357,ACC0003,Armée de l'Air française,Falcon 10X — France (1 units),Falcon 10X,1,74211618.41,Prospecting,10,2021-01-16,2017-02-04,Marc Dupont,Referral,,,Europe
OPP00358,ACC0020,Rolls-Royce India,Rafale F4 — Germany (1 units),Rafale F4,1,89086123.96,Qualification,25,2023-09-19,2021-05-03,Antoine Morel,Air Show,,,Europe
OPP00359,ACC0020,Rolls-Royce India,MRO Contract Rafale — Germany (8 units),MRO Contract Rafale,8,44401272.95,Prospecting,10,2024-04-28,2022-12-18,Antoine Morel,Direct Contact,,,Europe
OPP00360,ACC0002,Indian Navy,Upgrade EW Suite — Egypt (12 units),Upgrade EW Suite,12,82218867.6,Closed Lost,0,2021-09-24,2019-10-11,Marc Dupont,Direct Contact,714.0,,Africa
OPP00361,ACC0019,Collins Aerospace India,Spare Parts Package — Spain (12 units),Spare Parts Package,12,21530437.8,Closed Won,100,2023-02-16,2020-11-21,Marc Dupont,Government RFP,817.0,,Europe
OPP00362,ACC0022,Lockheed Martin India,Upgrade EW Suite — Egypt (5 units),Upgrade EW Suite,5,43742714.32,Closed Won,100,2024-09-14,2019-11-22,Jean-Pierre Martin,Diplomatic Channel,1758.0,,Africa
OPP00363,ACC0023,Egyptian Air Force,Falcon 10X — France (4 units),Falcon 10X,4,268653736.27,Closed Won,100,2022-02-22,2021-05-29,Isabelle Bernard,Diplomatic Channel,269.0,,Europe
OPP00364,ACC0013,Tata Advanced Systems,Offset Industrial Package — France (11 units),Offset Industrial Package,11,174232903.97,Qualification,25,2022-10-13,2021-09-06,Isabelle Bernard,Referral,,,Europe
OPP00365,ACC0003,Armée de l'Air française,Offset Industrial Package — France (6 units),Offset Industrial Package,6,88627568.0,Qualification,25,2019-07-02,2018-06-24,Antoine Morel,Diplomatic Channel,,,Europe
OPP00366,ACC0003,Armée de l'Air française,Falcon 6X — France (3 units),Falcon 6X,3,127264435.04,Closed Lost,0,2025-07-13,2022-11-16,Sophie Leclerc,Diplomatic Channel,970.0,,Europe
OPP00367,ACC0007,Indonesian Air Force,Falcon 8X — Indonesia (6 units),Falcon 8X,6,313323916.47,Closed Lost,0,2023-11-21,2022-12-24,Sophie Leclerc,Referral,332.0,,Asia
OPP00368,ACC0003,Armée de l'Air française,Falcon 8X — France (12 units),Falcon 8X,12,618368402.82,Closed Won,100,2023-02-21,2020-07-29,Isabelle Bernard,Referral,937.0,,Europe
OPP00369,ACC0018,Honeywell India,Training Program — Croatia (12 units),Training Program,12,40684700.06,Qualification,25,2021-05-15,2020-01-27,Jean-Pierre Martin,Government RFP,,,Europe
OPP00370,ACC0016,Reliance Defence,Falcon 8X — Qatar (1 units),Falcon 8X,1,64724054.71,Negotiation,75,2027-07-04,2023-11-12,Antoine Morel,Diplomatic Channel,,,Middle East
OPP00371,ACC0014,HAL (Hindustan Aeronautics),Falcon 6X — UAE (10 units),Falcon 6X,10,413844642.13,Proposal,50,2021-05-25,2017-04-17,Isabelle Bernard,Government RFP,,,Middle East
OPP00372,ACC0001,Indian Air Force,Upgrade EW Suite — India (10 units),Upgrade EW Suite,10,79250323.96,Qualification,25,2023-08-12,2021-03-12,Isabelle Bernard,Direct Contact,,,Asia
OPP00373,ACC0011,Thales Group,Falcon 8X — India (3 units),Falcon 8X,3,163436030.79,Proposal,50,2017-09-10,2017-05-13,Marc Dupont,Direct Contact,,,Asia
OPP00374,ACC0004,UAE Air Force,Falcon 6X — UAE (12 units),Falcon 6X,12,567756932.11,Closed Won,100,2019-11-22,2019-04-11,Sophie Leclerc,Direct Contact,225.0,,Middle East
OPP00375,ACC0026,Singapore Air Force,Offset Industrial Package — Qatar (8 units),Offset Industrial Package,8,126763057.35,Closed Won,100,2024-10-10,2022-02-18,Isabelle Bernard,Air Show,965.0,,Middle East
OPP00376,ACC0021,Boeing India,Offset Industrial Package — India (12 units),Offset Industrial Package,12,197513739.8,Proposal,50,2024-12-01,2020-07-05,Antoine Morel,Diplomatic Channel,,,Asia
OPP00377,ACC0015,MBDA India,Upgrade EW Suite — Greece (9 units),Upgrade EW Suite,9,75054106.61,Negotiation,75,2020-03-17,2017-06-07,Isabelle Bernard,Air Show,,,Europe
OPP00378,ACC0007,Indonesian Air Force,Falcon 6X — Indonesia (9 units),Falcon 6X,9,409601100.93,Negotiation,75,2020-07-31,2017-06-10,Jean-Pierre Martin,Government RFP,,,Asia
OPP00379,ACC0003,Armée de l'Air française,Falcon 10X — France (8 units),Falcon 10X,8,581647180.46,Closed Won,100,2022-04-07,2020-06-01,Isabelle Bernard,Government RFP,675.0,,Europe
OPP00380,ACC0025,Malaysian RMAF,Spare Parts Package — Greece (5 units),Spare Parts Package,5,10339402.84,Closed Won,100,2018-08-28,2017-08-12,Isabelle Bernard,Direct Contact,381.0,,Europe
OPP00381,ACC0004,UAE Air Force,Rafale F4 — UAE (12 units),Rafale F4,12,1140224964.27,Closed Won,100,2023-03-02,2019-01-07,Antoine Morel,Government RFP,1515.0,,Middle East
OPP00382,ACC0012,Dassault Reliance Aerospace,Spare Parts Package — Egypt (7 units),Spare Parts Package,7,13258535.92,Qualification,25,2020-11-01,2017-04-13,Sophie Leclerc,Direct Contact,,,Africa
OPP00383,ACC0009,Airbus Group,Rafale F4 — Spain (5 units),Rafale F4,5,449930656.17,Closed Won,100,2019-10-12,2018-11-03,Jean-Pierre Martin,Air Show,343.0,,Europe
OPP00384,ACC0012,Dassault Reliance Aerospace,Training Program — Egypt (11 units),Training Program,11,31643139.55,Closed Won,100,2027-03-13,2022-11-16,Antoine Morel,Diplomatic Channel,1578.0,,Africa
OPP00385,ACC0025,Malaysian RMAF,Falcon 8X — Greece (7 units),Falcon 8X,7,426343581.59,Closed Won,100,2019-08-14,2017-06-29,Antoine Morel,Government RFP,776.0,,Europe
OPP00386,ACC0027,Swiss Air Force,Falcon 8X — Indonesia (3 units),Falcon 8X,3,162658805.29,Proposal,50,2019-07-23,2017-07-30,Isabelle Bernard,Referral,,,Asia
OPP00387,ACC0020,Rolls-Royce India,Falcon 8X — Germany (2 units),Falcon 8X,2,134347508.88,Prospecting,10,2023-10-24,2019-04-11,Marc Dupont,Air Show,,,Europe
OPP00388,ACC0021,Boeing India,Training Program — India (8 units),Training Program,8,26558959.61,Closed Won,100,2026-10-02,2023-02-05,Isabelle Bernard,Government RFP,1335.0,,Asia
OPP00389,ACC0003,Armée de l'Air française,Falcon 6X — France (10 units),Falcon 6X,10,471528533.88,Proposal,50,2022-10-12,2022-02-02,Antoine Morel,Diplomatic Channel,,,Europe
OPP00390,ACC0017,GE Aviation India,Rafale F3-R — Indonesia (4 units),Rafale F3-R,4,401274129.41,Negotiation,75,2023-06-29,2020-02-14,Sophie Leclerc,Air Show,,,Asia
OPP00391,ACC0019,Collins Aerospace India,Falcon 8X — Spain (3 units),Falcon 8X,3,155973452.65,Prospecting,10,2021-05-05,2020-11-30,Antoine Morel,Diplomatic Channel,,,Europe
OPP00392,ACC0005,Hellenic Air Force,Falcon 10X — Greece (6 units),Falcon 10X,6,506751934.27,Qualification,25,2018-10-18,2017-07-20,Sophie Leclerc,Referral,,,Europe
OPP00393,ACC0011,Thales Group,Offset Industrial Package — India (11 units),Offset Industrial Package,11,174479924.09,Negotiation,75,2027-01-26,2023-09-03,Sophie Leclerc,Direct Contact,,,Asia
OPP00394,ACC0007,Indonesian Air Force,Offset Industrial Package — Indonesia (6 units),Offset Industrial Package,6,101649955.12,Closed Won,100,2020-02-07,2018-01-17,Marc Dupont,Direct Contact,751.0,,Asia
OPP00395,ACC0023,Egyptian Air Force,Rafale F4 — France (7 units),Rafale F4,7,733490271.2,Proposal,50,2018-09-23,2017-09-23,Jean-Pierre Martin,Referral,,,Europe
OPP00396,ACC0028,Belgian Air Force,MRO Contract Rafale — Croatia (9 units),MRO Contract Rafale,9,43835731.78,Closed Won,100,2023-01-12,2019-05-10,Jean-Pierre Martin,Air Show,1343.0,,Europe
OPP00397,ACC0019,Collins Aerospace India,Offset Industrial Package — Spain (12 units),Offset Industrial Package,12,205884897.07,Closed Lost,0,2025-11-21,2022-12-07,Antoine Morel,Referral,1080.0,,Europe
OPP00398,ACC0014,HAL (Hindustan Aeronautics),Spare Parts Package — UAE (10 units),Spare Parts Package,10,22086787.82,Negotiation,75,2023-08-27,2019-11-30,Marc Dupont,Government RFP,,,Middle East
OPP00399,ACC0007,Indonesian Air Force,Offset Industrial Package — Indonesia (10 units),Offset Industrial Package,10,149837861.65,Negotiation,75,2023-11-02,2022-08-01,Antoine Morel,Government RFP,,,Asia
OPP00400,ACC0027,Swiss Air Force,Falcon 10X — Indonesia (4 units),Falcon 10X,4,255142282.55,Negotiation,75,2021-12-25,2017-04-09,Jean-Pierre Martin,Government RFP,,,Asia
OPP00401,ACC0005,Hellenic Air Force,Offset Industrial Package — Greece (7 units),Offset Industrial Package,7,102292295.9,Proposal,50,2025-07-05,2020-09-29,Sophie Leclerc,Air Show,,,Europe
